ID,order_ID,station_ID,worker,shift,confirmedAt,cycleTimeSec,scrapQty
2fc3458d-33b5-4b31-acd2-1937a9f171a9,97a76885-f41a-48a1-b6d1-00eb57ced37f,eff5fdc4-a844-445c-be8a-c6e769ded30d,W08,EARLY,2026-06-02T06:28:00Z,1488,0
587c8205-cda2-4178-a531-70a85425dbed,97a76885-f41a-48a1-b6d1-00eb57ced37f,951f8715-6e0c-4366-9c9e-3c9f8ef892cf,W09,EARLY,2026-06-02T06:30:00Z,1596,0
d52ac129-96cd-4c78-8ed6-8aeafe79fb2c,97a76885-f41a-48a1-b6d1-00eb57ced37f,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,W07,EARLY,2026-06-02T06:32:00Z,1638,0
4309809e-fd3c-45fa-aeb3-2a35b27cbfcb,97a76885-f41a-48a1-b6d1-00eb57ced37f,1d75485e-d3a6-49c5-a8e5-dd141438fcb9,W09,EARLY,2026-06-02T06:34:00Z,1440,0
ba145767-2c0e-4206-b8ae-c7d3c4742e4c,97a76885-f41a-48a1-b6d1-00eb57ced37f,0989d49c-c478-4079-bd75-02e73e1aaa07,W03,EARLY,2026-06-02T07:36:00Z,1416,0
3701d4f5-efad-47d2-a8b5-b72a69bc4182,831f6d19-9bb6-4d84-8c0c-0f1ca309ef20,4f453f4d-06f7-4d70-aa35-e196db2cf566,W06,EARLY,2026-06-02T06:38:00Z,1458,0
fb4fa018-5230-45f2-9582-c5ed425bf5ca,831f6d19-9bb6-4d84-8c0c-0f1ca309ef20,cf1112fd-b64d-4421-a37e-f39ab81534a4,W01,EARLY,2026-06-02T06:40:00Z,1422,0
effa7320-4455-4038-9d0a-cacb4471a9ba,831f6d19-9bb6-4d84-8c0c-0f1ca309ef20,8aecc241-e1a1-4935-98b2-85c0f97ce833,W09,EARLY,2026-06-02T06:42:00Z,1650,0
17847b6f-02a4-4797-af34-58c8aa5e8921,831f6d19-9bb6-4d84-8c0c-0f1ca309ef20,afba19a3-31c7-44fe-8853-5bea81b159cc,W09,EARLY,2026-06-02T06:44:00Z,1374,0
93a25348-dd72-49ed-b1a0-3687ef23bfb0,831f6d19-9bb6-4d84-8c0c-0f1ca309ef20,eff5fdc4-a844-445c-be8a-c6e769ded30d,W03,EARLY,2026-06-02T06:46:00Z,1518,0
096f8ca6-7b4f-4a6d-88b5-3349ce5be70c,831f6d19-9bb6-4d84-8c0c-0f1ca309ef20,951f8715-6e0c-4366-9c9e-3c9f8ef892cf,W01,EARLY,2026-06-02T06:48:00Z,1536,0
81653cb0-4f6c-4889-b86f-5b423ac0648b,831f6d19-9bb6-4d84-8c0c-0f1ca309ef20,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,W05,EARLY,2026-06-02T08:50:00Z,1608,0
fb647447-c85c-4675-9410-2f77495f8761,831f6d19-9bb6-4d84-8c0c-0f1ca309ef20,1d75485e-d3a6-49c5-a8e5-dd141438fcb9,W02,EARLY,2026-06-02T06:52:00Z,1512,0
9d54345a-325d-4335-830d-370408dbdc7d,831f6d19-9bb6-4d84-8c0c-0f1ca309ef20,0989d49c-c478-4079-bd75-02e73e1aaa07,W09,EARLY,2026-06-02T06:54:00Z,1422,0
524a3333-5c30-4a87-b5fb-60fb1f24ae95,f988d12e-47e2-4aa2-b6fe-fd6990383045,4f453f4d-06f7-4d70-aa35-e196db2cf566,W08,EARLY,2026-06-02T06:56:00Z,1518,0
eedec1e9-9211-4869-92d7-6784c547cc86,f988d12e-47e2-4aa2-b6fe-fd6990383045,cf1112fd-b64d-4421-a37e-f39ab81534a4,W02,EARLY,2026-06-02T06:58:00Z,1422,0
f1228cc5-fd9c-45cb-a739-dfabb3f5e257,f988d12e-47e2-4aa2-b6fe-fd6990383045,afba19a3-31c7-44fe-8853-5bea81b159cc,W01,EARLY,2026-06-02T07:02:00Z,1428,0
9a595ca5-e307-4114-bb7d-1485668914f1,f988d12e-47e2-4aa2-b6fe-fd6990383045,eff5fdc4-a844-445c-be8a-c6e769ded30d,W01,EARLY,2026-06-02T08:04:00Z,1518,0
34ca8b4c-6984-459d-b908-4d6f55a6318e,f988d12e-47e2-4aa2-b6fe-fd6990383045,951f8715-6e0c-4366-9c9e-3c9f8ef892cf,W08,EARLY,2026-06-02T07:06:00Z,1644,0
e9b0174f-4487-43b9-82de-a8f93eae8646,f988d12e-47e2-4aa2-b6fe-fd6990383045,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,W08,EARLY,2026-06-02T07:08:00Z,1674,0
27a8eea5-e052-4fc7-9d8d-8c279efe904f,f988d12e-47e2-4aa2-b6fe-fd6990383045,1d75485e-d3a6-49c5-a8e5-dd141438fcb9,W04,EARLY,2026-06-02T07:10:00Z,1506,0
2139c7ca-77fa-4836-9afe-d074e8bc7945,f988d12e-47e2-4aa2-b6fe-fd6990383045,0989d49c-c478-4079-bd75-02e73e1aaa07,W07,EARLY,2026-06-02T07:12:00Z,1500,0
d7057919-b4c1-4cf2-837b-b3fd0d2c77ab,eb079648-d9ab-4524-88d0-93d4726c220e,4f453f4d-06f7-4d70-aa35-e196db2cf566,W08,EARLY,2026-06-02T07:14:00Z,1386,0
1625f60c-3232-46c1-8723-bdef738125f5,eb079648-d9ab-4524-88d0-93d4726c220e,cf1112fd-b64d-4421-a37e-f39ab81534a4,W09,EARLY,2026-06-02T07:16:00Z,1446,0
970f422f-2d78-4e3b-b75a-6fdda9f15a07,eb079648-d9ab-4524-88d0-93d4726c220e,8aecc241-e1a1-4935-98b2-85c0f97ce833,W07,EARLY,2026-06-02T07:18:00Z,1698,0
84bd3598-3a44-4ea5-b7f5-fae72ce57f7e,eb079648-d9ab-4524-88d0-93d4726c220e,afba19a3-31c7-44fe-8853-5bea81b159cc,W07,EARLY,2026-06-02T07:20:00Z,1308,0
2a4ebd38-0c1a-41fb-8c8a-9995a7b736b5,eb079648-d9ab-4524-88d0-93d4726c220e,eff5fdc4-a844-445c-be8a-c6e769ded30d,W05,EARLY,2026-06-02T09:22:00Z,1596,0
2c828e5c-f70c-4e62-81e2-df47559f5b6c,eb079648-d9ab-4524-88d0-93d4726c220e,951f8715-6e0c-4366-9c9e-3c9f8ef892cf,W09,EARLY,2026-06-02T07:24:00Z,1608,0
8c2871dd-8277-43c6-8b31-e12734dac9bb,eb079648-d9ab-4524-88d0-93d4726c220e,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,W05,EARLY,2026-06-02T07:26:00Z,1536,0
9c624dc0-1fc3-4c25-affc-f3c3f6aaf5d3,eb079648-d9ab-4524-88d0-93d4726c220e,1d75485e-d3a6-49c5-a8e5-dd141438fcb9,W09,EARLY,2026-06-02T07:28:00Z,1488,0
28a169a2-5fdd-462e-ae25-da4236ff7077,eb079648-d9ab-4524-88d0-93d4726c220e,0989d49c-c478-4079-bd75-02e73e1aaa07,W08,EARLY,2026-06-02T12:30:00Z,1434,0
10bcf5e8-9c82-4eda-8da8-b97a97f98ad6,0b845d1e-c265-4e24-9f5f-6e7bdc8d536d,4f453f4d-06f7-4d70-aa35-e196db2cf566,W09,EARLY,2026-06-02T12:32:00Z,1524,0
735d9791-bf73-4c52-b4c3-7034529d9f29,0b845d1e-c265-4e24-9f5f-6e7bdc8d536d,cf1112fd-b64d-4421-a37e-f39ab81534a4,W06,EARLY,2026-06-02T07:34:00Z,1560,0
8470fcb6-ffdc-4523-9c75-798bb3da6b10,0b845d1e-c265-4e24-9f5f-6e7bdc8d536d,8aecc241-e1a1-4935-98b2-85c0f97ce833,W05,EARLY,2026-06-02T07:36:00Z,1740,0
7fd71d62-fcdb-4354-b2ad-1908544c0d1b,0b845d1e-c265-4e24-9f5f-6e7bdc8d536d,afba19a3-31c7-44fe-8853-5bea81b159cc,W02,EARLY,2026-06-02T07:38:00Z,1410,0
0750eaac-e074-4a3b-8d65-c62372ffa127,0b845d1e-c265-4e24-9f5f-6e7bdc8d536d,eff5fdc4-a844-445c-be8a-c6e769ded30d,W02,EARLY,2026-06-02T07:40:00Z,1596,0
bdd6a861-56a1-40db-ab20-dbfb4f5e7d2b,0b845d1e-c265-4e24-9f5f-6e7bdc8d536d,951f8715-6e0c-4366-9c9e-3c9f8ef892cf,W03,EARLY,2026-06-02T07:42:00Z,1698,0
748a56a1-9cb6-48cd-862d-f3ec9e2f515b,0b845d1e-c265-4e24-9f5f-6e7bdc8d536d,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,W06,EARLY,2026-06-02T07:44:00Z,1716,0
665cba83-de9b-4d73-a2d3-a0bb5c5a7628,0b845d1e-c265-4e24-9f5f-6e7bdc8d536d,1d75485e-d3a6-49c5-a8e5-dd141438fcb9,W05,EARLY,2026-06-02T07:46:00Z,1368,0
321f1d39-606d-4435-90a4-9f9e020b73a8,0b845d1e-c265-4e24-9f5f-6e7bdc8d536d,0989d49c-c478-4079-bd75-02e73e1aaa07,W09,EARLY,2026-06-02T07:48:00Z,1356,0
544abd76-e65d-4847-8395-9dfa707dc467,0776e4a5-0f88-430f-bc30-cebf4d23cd33,4f453f4d-06f7-4d70-aa35-e196db2cf566,W05,EARLY,2026-06-02T07:50:00Z,1506,0
300b709e-94fc-4d39-bde1-6967e0eed157,0776e4a5-0f88-430f-bc30-cebf4d23cd33,cf1112fd-b64d-4421-a37e-f39ab81534a4,W01,EARLY,2026-06-02T07:52:00Z,1446,0
62d62387-dbb3-433a-9ff6-65b10d6929c3,0776e4a5-0f88-430f-bc30-cebf4d23cd33,8aecc241-e1a1-4935-98b2-85c0f97ce833,W01,EARLY,2026-06-02T07:54:00Z,1716,0
2e3c2d4c-163a-4a7a-bac3-52b5ce1c4602,0776e4a5-0f88-430f-bc30-cebf4d23cd33,afba19a3-31c7-44fe-8853-5bea81b159cc,W05,EARLY,2026-06-02T07:56:00Z,1296,0
4f2808b2-214c-41f1-bb01-1b575191f856,0776e4a5-0f88-430f-bc30-cebf4d23cd33,eff5fdc4-a844-445c-be8a-c6e769ded30d,W07,EARLY,2026-06-02T07:58:00Z,1602,0
ae7c5bbb-7551-459c-b2f6-ab1d0d5429e8,0776e4a5-0f88-430f-bc30-cebf4d23cd33,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,W03,EARLY,2026-06-02T08:02:00Z,1644,0
7b5ba8f8-6b41-4505-a6fa-37b4b5ff600e,0776e4a5-0f88-430f-bc30-cebf4d23cd33,1d75485e-d3a6-49c5-a8e5-dd141438fcb9,W09,EARLY,2026-06-02T08:04:00Z,1386,0
a6b1982c-57e4-47c2-81e6-f76c80f05a44,0776e4a5-0f88-430f-bc30-cebf4d23cd33,0989d49c-c478-4079-bd75-02e73e1aaa07,W01,EARLY,2026-06-02T10:06:00Z,1410,0
d39946d1-0040-4872-a14c-5a688c1f9310,92ce31e7-bbd9-4012-9dff-946b293b4342,4f453f4d-06f7-4d70-aa35-e196db2cf566,W07,EARLY,2026-06-02T08:08:00Z,1422,0
cd7814d6-6bb2-4444-a226-d3dbf8df7da2,92ce31e7-bbd9-4012-9dff-946b293b4342,cf1112fd-b64d-4421-a37e-f39ab81534a4,W07,EARLY,2026-06-02T08:10:00Z,1506,0
159ef351-151e-4fd9-a8c5-f8521f2e2a9f,92ce31e7-bbd9-4012-9dff-946b293b4342,8aecc241-e1a1-4935-98b2-85c0f97ce833,W05,EARLY,2026-06-02T08:12:00Z,1704,0
19bcdf85-8fa1-4fa2-bad5-2ce869a4eb82,92ce31e7-bbd9-4012-9dff-946b293b4342,afba19a3-31c7-44fe-8853-5bea81b159cc,W01,EARLY,2026-06-02T08:14:00Z,1392,0
37141dcd-ec4b-4f4d-a573-907efd2bba64,92ce31e7-bbd9-4012-9dff-946b293b4342,eff5fdc4-a844-445c-be8a-c6e769ded30d,W08,EARLY,2026-06-02T08:16:00Z,1440,0
fa165e70-84a4-464c-ae23-c99c9595f0b6,92ce31e7-bbd9-4012-9dff-946b293b4342,951f8715-6e0c-4366-9c9e-3c9f8ef892cf,W04,EARLY,2026-06-02T08:18:00Z,1530,0
183671b4-c009-4c83-8cc3-53c713b37d62,92ce31e7-bbd9-4012-9dff-946b293b4342,1d75485e-d3a6-49c5-a8e5-dd141438fcb9,W02,EARLY,2026-06-02T08:22:00Z,1488,0
76222860-aafa-4e03-ab21-63a5a546cacb,92ce31e7-bbd9-4012-9dff-946b293b4342,0989d49c-c478-4079-bd75-02e73e1aaa07,W09,EARLY,2026-06-02T08:24:00Z,1356,0
28d351f3-8d53-4dbf-920d-d4321344f434,0e23ab3e-46ed-4966-8a73-419eac883030,4f453f4d-06f7-4d70-aa35-e196db2cf566,W05,EARLY,2026-06-02T08:26:00Z,1392,0
0c3e521e-8753-437e-a022-33c1add303f7,0e23ab3e-46ed-4966-8a73-419eac883030,cf1112fd-b64d-4421-a37e-f39ab81534a4,W04,EARLY,2026-06-02T13:28:00Z,1452,0
0c2311f3-bdea-423f-8326-b95d9b5e85b4,0e23ab3e-46ed-4966-8a73-419eac883030,8aecc241-e1a1-4935-98b2-85c0f97ce833,W06,EARLY,2026-06-02T08:30:00Z,1668,0
0dcf2f1b-f80e-4f7e-9965-935eff89a64d,0e23ab3e-46ed-4966-8a73-419eac883030,afba19a3-31c7-44fe-8853-5bea81b159cc,W05,EARLY,2026-06-02T08:32:00Z,1470,0
23cc3f24-387e-497a-9b46-04cee394509f,0e23ab3e-46ed-4966-8a73-419eac883030,eff5fdc4-a844-445c-be8a-c6e769ded30d,W07,EARLY,2026-06-02T08:34:00Z,1608,0
0505e068-0868-4673-909a-d16d63ec4396,0e23ab3e-46ed-4966-8a73-419eac883030,951f8715-6e0c-4366-9c9e-3c9f8ef892cf,W07,EARLY,2026-06-02T08:36:00Z,1710,0
8a6db2d9-9460-4035-a546-b2ccaadd697b,0e23ab3e-46ed-4966-8a73-419eac883030,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,W03,EARLY,2026-06-02T08:38:00Z,1794,0
3b0c48f7-9fc6-4820-a4ef-ef3d533ece75,0e23ab3e-46ed-4966-8a73-419eac883030,1d75485e-d3a6-49c5-a8e5-dd141438fcb9,W01,EARLY,2026-06-02T08:40:00Z,1500,0
190e723b-739e-402c-90fc-8b61372f88bc,0e23ab3e-46ed-4966-8a73-419eac883030,0989d49c-c478-4079-bd75-02e73e1aaa07,W06,EARLY,2026-06-02T08:42:00Z,1392,0
5547a26d-4060-4c76-89b8-c3093f7a3bc8,6252d559-eff5-4c8f-a1f6-3ae35ca8f4c8,4f453f4d-06f7-4d70-aa35-e196db2cf566,W05,EARLY,2026-06-02T08:44:00Z,1494,0
f7a3d7b7-9841-410b-ad9c-a93f97787c9b,6252d559-eff5-4c8f-a1f6-3ae35ca8f4c8,cf1112fd-b64d-4421-a37e-f39ab81534a4,W01,EARLY,2026-06-02T08:46:00Z,1440,0
01d0a09f-3154-4335-bb17-177d205720d2,6252d559-eff5-4c8f-a1f6-3ae35ca8f4c8,8aecc241-e1a1-4935-98b2-85c0f97ce833,W02,EARLY,2026-06-02T08:48:00Z,1746,0
5a42cf32-3607-4728-841b-ccb385f6becd,6252d559-eff5-4c8f-a1f6-3ae35ca8f4c8,afba19a3-31c7-44fe-8853-5bea81b159cc,W04,EARLY,2026-06-02T08:50:00Z,1464,0
53f2ad0b-087e-4221-97e6-6c9c59b82170,6252d559-eff5-4c8f-a1f6-3ae35ca8f4c8,eff5fdc4-a844-445c-be8a-c6e769ded30d,W04,EARLY,2026-06-02T08:52:00Z,1476,0
cf9ff62f-9acf-48dc-8c4d-0c05a3a78f14,6252d559-eff5-4c8f-a1f6-3ae35ca8f4c8,951f8715-6e0c-4366-9c9e-3c9f8ef892cf,W07,EARLY,2026-06-02T09:54:00Z,1764,0
ca5659fc-1b93-41c4-807c-bde2c81be779,6252d559-eff5-4c8f-a1f6-3ae35ca8f4c8,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,W09,EARLY,2026-06-02T08:56:00Z,1770,0
644d43c1-24d0-4b5c-889e-27a83248e65c,6252d559-eff5-4c8f-a1f6-3ae35ca8f4c8,1d75485e-d3a6-49c5-a8e5-dd141438fcb9,W02,EARLY,2026-06-02T08:58:00Z,1434,0
7d3fc433-6740-42f7-9bcc-3762cc7d20bf,6252d559-eff5-4c8f-a1f6-3ae35ca8f4c8,0989d49c-c478-4079-bd75-02e73e1aaa07,W09,EARLY,2026-06-02T09:00:00Z,1410,0
d035ab84-079c-4f53-bc08-1e9f436e8b30,66b0be46-126c-4b70-a3b2-a5a6b1d11f7f,4f453f4d-06f7-4d70-aa35-e196db2cf566,W05,EARLY,2026-06-02T09:02:00Z,1422,0
fd52fbf3-da53-42da-990e-687441d271d3,66b0be46-126c-4b70-a3b2-a5a6b1d11f7f,cf1112fd-b64d-4421-a37e-f39ab81534a4,W08,EARLY,2026-06-02T09:04:00Z,1560,0
7b772721-2d11-4c50-bdcf-c1d52dfd24b7,66b0be46-126c-4b70-a3b2-a5a6b1d11f7f,8aecc241-e1a1-4935-98b2-85c0f97ce833,W06,EARLY,2026-06-02T09:06:00Z,1680,0
e2bae81b-136c-4af4-ac55-08ceb2436132,66b0be46-126c-4b70-a3b2-a5a6b1d11f7f,afba19a3-31c7-44fe-8853-5bea81b159cc,W04,EARLY,2026-06-02T10:08:00Z,1356,0
2baca456-4297-4a20-92ed-6138b1cb71c6,66b0be46-126c-4b70-a3b2-a5a6b1d11f7f,eff5fdc4-a844-445c-be8a-c6e769ded30d,W02,EARLY,2026-06-02T09:10:00Z,1476,0
557ccf4a-294a-4ca9-8d27-2101d521d389,66b0be46-126c-4b70-a3b2-a5a6b1d11f7f,951f8715-6e0c-4366-9c9e-3c9f8ef892cf,W07,EARLY,2026-06-02T09:12:00Z,1800,0
8bf2fc2d-2567-4011-9ed7-b4820c7dcf55,66b0be46-126c-4b70-a3b2-a5a6b1d11f7f,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,W01,EARLY,2026-06-02T09:14:00Z,1710,0
924e92fa-a833-440a-948a-4077f0803a54,66b0be46-126c-4b70-a3b2-a5a6b1d11f7f,1d75485e-d3a6-49c5-a8e5-dd141438fcb9,W05,EARLY,2026-06-02T11:16:00Z,1392,0
63dce2cc-c5f5-4fee-ad3a-524631ffd3bc,66b0be46-126c-4b70-a3b2-a5a6b1d11f7f,0989d49c-c478-4079-bd75-02e73e1aaa07,W07,EARLY,2026-06-02T09:18:00Z,1380,0
e13ba7f2-f9f0-4d42-9eb8-c5c3bb91acc0,9e0a3f07-ab2d-42f0-b66f-1fa537f4e89b,4f453f4d-06f7-4d70-aa35-e196db2cf566,W09,EARLY,2026-06-02T09:20:00Z,1356,0
68baf435-15de-4f1b-bd3c-223891c65083,9e0a3f07-ab2d-42f0-b66f-1fa537f4e89b,cf1112fd-b64d-4421-a37e-f39ab81534a4,W01,EARLY,2026-06-02T09:22:00Z,1524,0
3f22762a-117e-48c6-9302-201be39e9984,9e0a3f07-ab2d-42f0-b66f-1fa537f4e89b,8aecc241-e1a1-4935-98b2-85c0f97ce833,W08,EARLY,2026-06-02T09:24:00Z,1794,0
451bbc18-8bfe-4f20-9945-1718b44b8595,9e0a3f07-ab2d-42f0-b66f-1fa537f4e89b,afba19a3-31c7-44fe-8853-5bea81b159cc,W04,EARLY,2026-06-02T09:26:00Z,1464,0
bed7c75d-0a3f-4e7b-9522-4b9740ffc963,9e0a3f07-ab2d-42f0-b66f-1fa537f4e89b,eff5fdc4-a844-445c-be8a-c6e769ded30d,W07,EARLY,2026-06-02T09:28:00Z,1554,0
a26d0998-0ae1-42fc-9842-c233aa8ce686,9e0a3f07-ab2d-42f0-b66f-1fa537f4e89b,951f8715-6e0c-4366-9c9e-3c9f8ef892cf,W05,EARLY,2026-06-02T09:30:00Z,1848,0
94659b63-538e-454b-a429-99396a537c0a,9e0a3f07-ab2d-42f0-b66f-1fa537f4e89b,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,W01,EARLY,2026-06-02T09:32:00Z,1752,0
d5885819-307d-4bd5-bbc7-4db71ecd12f3,9e0a3f07-ab2d-42f0-b66f-1fa537f4e89b,1d75485e-d3a6-49c5-a8e5-dd141438fcb9,W01,EARLY,2026-06-02T14:34:00Z,1440,0
6a21e5e2-484f-4470-99ec-9ed06d7f53a2,9e0a3f07-ab2d-42f0-b66f-1fa537f4e89b,0989d49c-c478-4079-bd75-02e73e1aaa07,W01,EARLY,2026-06-02T09:36:00Z,1428,0
74980a39-4560-43c8-8753-d66d8a2acb9e,18bf5c20-3ca9-48c0-8fd0-69a87679a45a,4f453f4d-06f7-4d70-aa35-e196db2cf566,W02,EARLY,2026-06-02T09:38:00Z,1350,0
6ef53a7a-058a-4e46-b5a2-3cc75a88acc3,18bf5c20-3ca9-48c0-8fd0-69a87679a45a,8aecc241-e1a1-4935-98b2-85c0f97ce833,W07,EARLY,2026-06-02T09:42:00Z,1776,0
c99c0a98-4571-41ec-8fdb-6f0e86a9d544,18bf5c20-3ca9-48c0-8fd0-69a87679a45a,afba19a3-31c7-44fe-8853-5bea81b159cc,W04,EARLY,2026-06-02T09:44:00Z,1362,0
8f7bc005-ddb4-44d7-9dd4-888d0cd61502,18bf5c20-3ca9-48c0-8fd0-69a87679a45a,eff5fdc4-a844-445c-be8a-c6e769ded30d,W02,EARLY,2026-06-02T09:46:00Z,1488,0
024ba68e-92d5-41da-aa5c-4aecfe17dedc,18bf5c20-3ca9-48c0-8fd0-69a87679a45a,951f8715-6e0c-4366-9c9e-3c9f8ef892cf,W07,EARLY,2026-06-02T09:48:00Z,1614,0
5a153e2f-e28f-44bd-9cf1-5f34d5cbf3ef,18bf5c20-3ca9-48c0-8fd0-69a87679a45a,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,W06,EARLY,2026-06-02T09:50:00Z,1608,0
6d3de07a-eb93-47ca-8028-edff7f467a0b,18bf5c20-3ca9-48c0-8fd0-69a87679a45a,1d75485e-d3a6-49c5-a8e5-dd141438fcb9,W02,EARLY,2026-06-02T09:52:00Z,1392,0
a36645f8-88b2-42b3-aea1-55a1824844e6,18bf5c20-3ca9-48c0-8fd0-69a87679a45a,0989d49c-c478-4079-bd75-02e73e1aaa07,W08,EARLY,2026-06-02T09:54:00Z,1374,0
52346b99-f91e-49cd-8cef-9c0423682e04,2428adf7-a8e4-40a4-a970-3504a5ae478f,4f453f4d-06f7-4d70-aa35-e196db2cf566,W02,EARLY,2026-06-02T09:56:00Z,1452,0
bcf3a693-7ce1-4233-a38d-1c6273b30df2,2428adf7-a8e4-40a4-a970-3504a5ae478f,cf1112fd-b64d-4421-a37e-f39ab81534a4,W08,EARLY,2026-06-02T09:58:00Z,1494,0
9ba11d81-6a83-4e0e-911f-90689b57992f,2428adf7-a8e4-40a4-a970-3504a5ae478f,8aecc241-e1a1-4935-98b2-85c0f97ce833,W07,EARLY,2026-06-02T10:00:00Z,1686,0
5929c625-edba-42d4-beab-39aaecd5c4d1,2428adf7-a8e4-40a4-a970-3504a5ae478f,afba19a3-31c7-44fe-8853-5bea81b159cc,W04,EARLY,2026-06-02T10:02:00Z,1428,0
45697631-9781-422c-965f-aac930304daf,2428adf7-a8e4-40a4-a970-3504a5ae478f,eff5fdc4-a844-445c-be8a-c6e769ded30d,W05,EARLY,2026-06-02T10:04:00Z,1602,0
ee5a4c50-9847-4aec-8983-fd7f54bcc1a8,2428adf7-a8e4-40a4-a970-3504a5ae478f,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,W07,EARLY,2026-06-02T15:08:00Z,1704,0
5fc43ef6-a4ed-4827-bc24-de48fa27e17b,2428adf7-a8e4-40a4-a970-3504a5ae478f,1d75485e-d3a6-49c5-a8e5-dd141438fcb9,W08,EARLY,2026-06-02T10:10:00Z,1470,0
6766e91a-5431-4176-a02b-49502b1edd84,2428adf7-a8e4-40a4-a970-3504a5ae478f,0989d49c-c478-4079-bd75-02e73e1aaa07,W01,EARLY,2026-06-02T10:12:00Z,1524,0
e9728129-6beb-4094-b39f-5bbd999c0720,4b6eda99-0ce6-4525-be71-660e6e1f8fca,4f453f4d-06f7-4d70-aa35-e196db2cf566,W04,EARLY,2026-06-02T10:14:00Z,1458,0
5cc40147-53bf-4027-bba1-5ee8c5c72e75,4b6eda99-0ce6-4525-be71-660e6e1f8fca,cf1112fd-b64d-4421-a37e-f39ab81534a4,W03,EARLY,2026-06-02T10:16:00Z,1476,0
587fb3b9-3813-445a-a6d2-c291ecaff887,4b6eda99-0ce6-4525-be71-660e6e1f8fca,8aecc241-e1a1-4935-98b2-85c0f97ce833,W07,EARLY,2026-06-02T10:18:00Z,1716,0
e921e9cf-5455-41f1-bc4e-7a7dac89b68c,4b6eda99-0ce6-4525-be71-660e6e1f8fca,afba19a3-31c7-44fe-8853-5bea81b159cc,W04,EARLY,2026-06-02T10:20:00Z,1356,0
